authors,weights
Sarah Silverman,4000000
Sarah Vaughan,4000000
Sarah Vowell,4000000
Sarah Waters,4000000
Sarah Wollaston,4000000
Sarah Zettel,4000000
Sarajevo,4000000
Sarat Chandra Chattopadhyay,4000000
Sarcasm,4000000
Sardar Vallabhbhai Patel,4000000
Sarel Cilliers,4000000
Sarnath,4000000
Sarojini Naidu,4000000
Sarvajna,4000000
Sarvepalli Radhakrishnan,4000000
Sasha Banks,4000000
Sasha Pivovarova,4000000
Satchel Paige,4000000
Satellite,4000000
Sati (practice),4000000
Satire,4000000
Satisfaction,4000000
Satomi Ishihara,4000000
Satoru Iwata,4000000
Satoshi Nakamoto,4000000
Saturn (Astrology),4000000
Satya Nadella,4000000
Satya Pal Singh,4000000
Satyananda Saraswati,4000000
Sauce,4000000
Saudi Arabia,4000000
Saul Bass,4000000
Saul Bellow,4000000
Saul Kripke,4000000
Saul Leiter,4000000
Sauli Niinistö,4000000
Sauropods,4000000
Savage Garden,4000000
Savitri Devi,4000000
Sawdust,4000000
Sax Rohmer,4000000
Saxby Chambliss,4000000
Sayings of the Desert Fathers,4000000
Sayyed Al-Qimni,4000000
Sayyid Qutb,4000000
Sazaly Abu Bakar,4000000
Saṃyutta Nikāya,4000000
Scandals,4000000
Scapegoat,4000000
Scarcity,4000000
Scarf,4000000
Scarlett Johansson,4000000
Schizophrenia,4000000
Scholarship,4000000
Schrödinger equation,4000000
Science and mysticism,4000000
Science education,4000000
Science fiction,4000000
Scientific Revolution,4000000
Scientific literacy,4000000
Scientific modelling,4000000
Scientific realism,4000000
Scientific theory,4000000
Scientists,4000000
Scientology,4000000
Scipio Africanus,4000000
Scorn,4000000
Scotland,4000000
Scott Adams,4000000
Scott Ambler,4000000
Scott Anderson (novelist),4000000
Scott Atran,4000000
Scott Carpenter,4000000
Scott Crary,4000000
Scott Galloway (professor),4000000
Scott Joplin,4000000
Scott Jurek,4000000
Scott L. Montgomery,4000000
Scott Lynch,4000000
Scott McClellan,4000000
Scott McNealy,4000000
Scott Moir,4000000
Scott Ritter,4000000
Scott Shaw,4000000
Scott Zolak,4000000
Scoundrel Days: A Memoir,4000000
Scranton general strike,4000000
Screenwriting,4000000
Scribe,4000000
Sculpture,4000000
Sea,4000000
Seal (musician),4000000
Sean Chen,4000000
Sean Connery,4000000
Sean Dooley,4000000
Sean Hannity,4000000
Sean Parker,4000000
Sean Penn,4000000
Sean Punch,4000000
Sean Sellers,4000000
Sean Stewart,4000000
Seanan McGuire,4000000
Seashells,4000000
Seba Johnson,4000000
Sebastian Bach,4000000
Sebastian Gorka,4000000
Sebastián Piñera,4000000
Secessio plebis,4000000
Seclusion,4000000
Second Boer War,4000000
Second Book of Samuel,4000000
Second Epistle to Timothy,4000000
Second Epistle to the Corinthians,4000000
Second Mexican Empire,4000000
Second impeachment trial of Donald Trump,4000000
Secondary school,4000000
Secrecy,4000000
Sect,4000000
Sectarian violence in Pakistan,4000000
Sectarianism,4000000
Secularism,4000000
Secularism in India,4000000
Secularization,4000000
Secure Fence Act of 2006,4000000
Security,4000000
Seduction,4000000
Seed,4000000
Sefi Atta,4000000
Sei Shōnagon,4000000
Seigan Soi,4000000
Seisetsu Shucho,4000000
Seishirō Itagaki,4000000
Selahattin Demirtaş,4000000
Selena,4000000
Selena Gomez,4000000
Self discipline,4000000
Self religion,4000000
Self-awareness,4000000
Self-consciousness,4000000
Self-defense,4000000
Self-esteem,4000000
Self-love,4000000
Self-pity,4000000
Self-righteousness,4000000
Self-sacrifice,4000000
Self-sufficiency,4000000
Selma Lagerlöf,4000000
Selmor Mtukudzi,4000000
Semantics,4000000
Semiotics,4000000
Seneca the Younger,4000000
Seneo Mabenyana,4000000
Sengai,4000000
Sennacherib,4000000
Sense and Sensibility,4000000
Senselessness,4000000
Senses,4000000
Sensibility,4000000
Senthil,4000000
Sentient beings (Buddhism),4000000
Seoul,4000000
Sepandar Kamvar,4000000
Separation,4000000
Separation of church and state,4000000
Separation of powers,4000000
Sepp Dietrich,4000000
September,4000000
September 11 attacks,4000000
Seraphim of Sarov,4000000
Serbia,4000000
Serdar Berdimuhamedow,4000000
Serendipity,4000000
Serenity,4000000
Serfoji II of Thanjavur,4000000
Serge Gellé,4000000
Serge Lang,4000000
Serge Raynaud de la Ferriere,4000000
Sergei Diaghilev,4000000
Sergei Eisenstein,4000000
Sergei Prokofiev,4000000
Sergei Rachmaninoff,4000000
Sergei Shoigu,4000000
Sergei Tolstoy,4000000
Sergey Biryuzov,4000000
Sergey Karjakin,4000000
Sergey Nechayev,4000000
Sergio Leone,4000000
Sergiy Kyslytsya,4000000
Sermon on the Mount,4000000
Service,4000000
Services marketing,4000000
Servility,4000000
Servitude,4000000
Serzh Sargsyan,4000000
Sesson Yūbai,4000000
Set theory,4000000
Seth Lloyd,4000000
Seth MacFarlane,4000000
Settler colonialism,4000000
Seumas Milne,4000000
Seussical,4000000
Severn Cullis-Suzuki,4000000
Sevā,4000000
Sex Pistols,4000000
Sexism,4000000
Sextus Empiricus,4000000
Sexual harassment,4000000
Sexual harassment in Malaysia,4000000
Sexual slang,4000000
Sexual slavery,4000000
Sexuality,4000000
Seymour Cray,4000000
Seymour Hersh,4000000
Seymour Papert,4000000
Seyyed Hossein Nasr,4000000
Seán O'Casey,4000000
Seán Patrick O'Malley,4000000
Shabbir Akhtar,4000000
Shabkar Tsokdruk Rangdrol,4000000
Shadow Puppets,4000000
Shadow government (conspiracy),4000000
Shadows,4000000
Shafiqur Rahman Barq,4000000
Shah Waliullah Dehlawi,4000000
Shahrukh Khan,4000000
Shaj Mohan,4000000
Shaka,4000000
Shame,4000000
Shamima Begum,4000000
Shamini Flint,4000000
Shammai,4000000
Shampoo,4000000
Shamrock,4000000
Shana Alexander,4000000
Shane Warne,4000000
Shanghai,4000000
Shanna Moakler,4000000
Shannon Sharpe,4000000
Shantaram,4000000
Shareholder,4000000
Sharia,4000000
Sharing,4000000
Sharing economy,4000000
Sharon Gannon,4000000
Sharon Smith (writer),4000000
Sharon Tate,4000000
Shashi Tharoor,4000000
Shaukat Tarin,4000000
Shaun Chamberlin,4000000
Shaun David Hutchinson,4000000
Shaun Ellis,4000000
Shaw Neilson,4000000
Shawn Mendes,4000000
Shawn Michaels,4000000
Shawna Vogel,4000000
Shearwater,4000000
Sheep,4000000
Sheets of sound,4000000
Sheffield,4000000
Sheikh Abdulaziz al-Sheikh,4000000
Sheikh Hasina,4000000
Sheikh Mujibur Rahman,4000000
Sheikh Rasheed Ahmad,4000000
Sheila Jackson Lee,4000000
Shel Silverstein,4000000
Shelby Foote,4000000
Sheldon Adelson,4000000
Sheldon Pollock,4000000
Sheldon Wolin,4000000
Shelley Long,4000000
Shelley Lubben,4000000
Shelley Winters,4000000
Shelly Kagan,4000000
Shen Jong-chin,4000000
Sheng Shicai,4000000
Shepherd,4000000
Sher Bahadur Deuba,4000000
Shereen Ratnagar,4000000
Sherelle Jacobs,4000000
Sheri S. Tepper,4000000
Sheridan Le Fanu,4000000
Sheriff,4000000
Sherlock Holmes,4000000
Sherman Alexie,4000000
Sherwin B. Nuland,4000000
Sherwood Anderson,4000000
Sherwood Smith,4000000
Sheyene Gerardi,4000000
Shi Nai'an,4000000
Shi Tingmao,4000000
Shi Zhengli,4000000
Shigeru Miyamoto,4000000
Shiing-Shen Chern,4000000
Shimla,4000000
Shimon Peres,4000000
Ships,4000000
Shipwreck,4000000
Shirin Ebadi,4000000
Shirk (Islam),4000000
Shirley Ann Jackson,4000000
Shirley Chisholm,4000000
Shirley Itumeleng Tiny Segokgo,4000000
Shirley Jackson,4000000
Shirley MacLaine,4000000
Shirley Manson,4000000
Shirley Temple,4000000
Shiv Kumar Batalvi,4000000
Shiva,4000000
Shlomo Amar,4000000
Shobha Rao,4000000
Shoeless Joe Jackson,4000000
Shoemaking,4000000
Shoes,4000000
Shoji Shiba,4000000
Shona Brown,4000000
Shopping,4000000
Shopping while black,4000000
Shortages related to the COVID-19 pandemic,4000000
Shotgun,4000000
Shraddha Kapoor,4000000
Shree Datta,4000000
Shrikant Talageri,4000000
Shripad Yasso Naik,4000000
Shu Ting,4000000
Shu-Sin,4000000
Shulamit Aloni,4000000
Shulgi,4000000
Shumpo Soki,4000000
Shunning,4000000
Shunroku Hata,4000000
Shunryu Suzuki,4000000
Shyness,4000000
Shōgun,4000000
Sia (musician),4000000
Siad Barre,4000000
Sian Phillips,4000000
Siaosi Sovaleni,4000000
Siblings,4000000
Sibylline Oracles,4000000
Sid Vicious,4000000
Siddhartha (novel),4000000
Sidney G. Winter,4000000
Sidney Hook,4000000
Sidney Lanier,4000000
Sidney Lee,4000000
Sidney Morgenbesser,4000000
Sidney Poitier,4000000
Siegbert Tarrasch,4000000
Siegfried Sassoon,4000000
Sienna Miller,4000000
Sieve,4000000
Sighs,4000000
Sign,4000000
Sigourney Weaver,4000000
Sigrid Undset,4000000
Sigurd F. Olson,4000000
Sikhism,4000000
Silas Weir Mitchell,4000000
Silent Poets,4000000
Silk,4000000
Silliman University,4000000
Silver,4000000
Silver (color),4000000
Silver Surfer,4000000
Silvia Colloca,4000000
Silvia Federici,4000000
Silvia Moreno-Garcia,4000000
Silvio Berlusconi,4000000
Simeon ben Gamliel,4000000
Simeón Oyono Esono Angüe,4000000
Simi (singer),4000000
Simon Cowell,4000000
Simon Hoggart,4000000
Simon Kuznets,4000000
Simon LeVay,4000000
Simon Mayo,4000000
Simon Newcomb,4000000
Simon Schama,4000000
Simon Soloveychik,4000000
Simon Stevin,4000000
Simon Wiesenthal,4000000
Simone Weil,4000000
Simone de Beauvoir,4000000
Simplicity,4000000
Simón Bolívar,4000000
Sin (mythology),4000000
Sincerity,4000000
Sinfest,4000000
Singapore,4000000
Singing,4000000
Singularity,4000000
Sinking of the MV Sewol,4000000
Sinnathamby Rajaratnam,4000000
Sinéad O'Connor,4000000
Siobhan Fahey,4000000
"Sir Alexander Cockburn, 12th Baronet",4000000
"Sir Aubrey de Vere, 2nd Baronet",4000000
"Sir Charles Monro, 1st Baronet",4000000
"Sir Francis Buller, 1st Baronet",4000000
"Sir Frederick Pollock, 1st Baronet",4000000
"Sir Henry Hobart, 1st Baronet",4000000
"Sir John Bayley, 1st Baronet",4000000
"Sir Richard Temple, 1st Baronet",4000000
"Sir Robert Hutchison, 1st Baronet",4000000
"Sir Thomas Twisden, 1st Baronet",4000000
"Sir William Hamilton, 9th Baronet",4000000
"Sir William Temple, 1st Baronet",4000000
"Sir William Wyndham, 3rd Baronet",4000000
Sirshree,4000000
Sissela Bok,4000000
Sister Nivedita,4000000
Sister Souljah,4000000
Sisyphus,4000000
Sita Ram Goel,4000000
Sithembiso Nyoni,4000000
Sivaangi Krishnakumar,4000000
Six Sigma,4000000
Six of Crows,4000000
Siân Berry,4000000
Skepticism,4000000
Skinny Bitch,4000000
Skrewdriver,4000000
Sky,4000000
Skye Jethani,4000000
Skye Sweetnam,4000000
Skylab 4,4000000
Skylar Grey,4000000
Skyscraper,4000000
Slash (musician),4000000
Slaughterhouse-Five,4000000
Slavery in India,4000000
Slavery in the United States,4000000
Slavoj Žižek,4000000
Sleep,4000000
Slim Burna,4000000
Sloane Ranger,4000000
Slobodan Milošević,4000000
Slumber Tsogwane,4000000
Small,4000000
Smallpox,4000000
Smalltalk,4000000
Smedley Butler,4000000
Smiles,4000000
Smiley's People,4000000
Smita Nair Jain,4000000
Smith & Wesson,4000000
Smith & Wesson M&P15,4000000
Smriti Irani,4000000
Snake oil,4000000
Snakes,4000000
Sneer,4000000
Snob,4000000
Snoop Dogg,4000000
Snow,4000000
Soad Hosny,4000000
Soame Jenyns,4000000
Soane Lilo Foliaki,4000000
Soap,4000000
Sobriety,4000000
Soccer in the United States,4000000
Social Gospel,4000000
Social acceptance,4000000
Social actions,4000000
Social change,4000000
Social class,4000000
Social contract,4000000
Social control,4000000
Social cost,4000000
Social democracy,4000000
Social distancing,4000000
Social engineering,4000000
Social group,4000000
Social identity,4000000
Social influence,4000000
Social injustice,4000000
Social media,4000000
Social movement,4000000
Social order,4000000
Social organization,4000000
Social power,4000000
Social programs in the United States,4000000
Social psychology,4000000
Social relation,4000000
Social science,4000000
Social sculpture,4000000
Social stigma,4000000
Social system,4000000
Social theory,4000000
Social work,4000000
Socialism of the 21st century,4000000
Socialization,4000000
Society,4000000
Socinianism,4000000
Sociobiology,4000000
Sociology,4000000
Sociology of Religion (book),4000000
Sociology of knowledge,4000000
Sociopath,4000000
Sodium,4000000
Sofia Samatar,4000000
Software architecture,4000000
Software engineering,4000000
Sohrab Sepehri,4000000
Soichiro Honda,4000000
Sojourner Truth,4000000
Sola fide,4000000
Solar System,4000000
Soleil Sorge,4000000
Solemnity,4000000
Solidarity,4000000
Soliloquy,4000000
Solipsism,4000000
Solitary confinement,4000000
Solomon,4000000
Solomon Asch,4000000
Solomon Lefschetz,4000000
Solomon ibn Gabirol,4000000
Solon,4000000
Somalia,4000000
Something Happened,4000000
Somnath temple,4000000
Sondra London,4000000
Song,4000000
Song Kang-ho,4000000
Song of Solomon,4000000
Song of the Hoe,4000000
Sonia Chan,4000000
Sonia Sodha,4000000
Sonia Sotomayor,4000000
Sonic Youth,4000000
Sonja Eggerickx,4000000
Sonny Bill Williams,4000000
Sons of the Desert,4000000
Sonship theology,4000000
Soong Ching-ling,4000000
Sophia Bartolai,4000000
Sophia Loren,4000000
Sophia Tolstaya,4000000
Sophie B. Hawkins,4000000
Sophie Monk,4000000
Sophie Scholl,4000000
Sophie Swetchine,4000000
Sophie Taeuber-Arp,4000000
Sophie Winkleman,4000000
Sophist,4000000
Sophocles,4000000
Sophrony (Sakharov),4000000
Sorrow,4000000
Soul,4000000
Soul music,4000000
Sound,4000000
Sourcery,4000000
South Africa,4000000
South Asia,4000000
South Carolina,4000000
South Korea,4000000
South wind,4000000
Southern United States,4000000
Sovereignty,4000000
Soviet Union,4000000
Space,4000000
SpaceX Starship,4000000
Spaceship Earth,4000000
Spacetime,4000000
Spain,4000000
Span of control,4000000
Spanish colonization of the Americas,4000000
Spanish flu,4000000
Speaker for the Dead,4000000
Speaking out,4000000
Special relativity,4000000
Species,4000000
Spectator,4000000
Spectroscopy,4000000
Speed,4000000
Speed of light,4000000
Spell checker,4000000
Spelling,4000000
Spencer Tracy,4000000
Spencer Tunick,4000000
Spice Girls,4000000
Spider Robinson,4000000
Spiders,4000000
Spike Hawkins,4000000
Spike Lee,4000000
Spike Milligan,4000000
Spinosaurus,4000000
Spirit,4000000
Spiritism,4000000
Spiritual intelligence,4000000
Spirituality,4000000
Spontaneous order,4000000
Spoon,4000000
Spoonerisms,4000000
Sports,4000000
Sportsmanship,4000000
Spring (season),4000000
Squat Theatre,4000000
Sri Chinmoy,4000000
Sri Lanka,4000000
Sri Ram Sharma,4000000
Srinivas Kumar Sinha,4000000
Srinivasa Ramanujan,4000000
Stacey Campfield,4000000
Stacey Dash,4000000
Stacey Lee,4000000
Stacy McGaugh,4000000
Stafford Cripps,4000000
Stage Door (play),4000000
Stages on Life's Way,4000000
Stalinism,4000000
Stalking,4000000
Stan Laurel,4000000
Stan Lee,4000000
Standard,4000000
Standard Model,4000000
Stanford University,4000000
Stanislav Andreski,4000000
Stanisław Gądecki,4000000
Stanisław Jerzy Lec,4000000
Stanisław Lem,4000000
Stanisław Leszczyński,4000000
Stanisław Sosabowski,4000000
Stanley A. McChrystal,4000000
Stanley Baldwin,4000000
Stanley Cavell,4000000
Stanley Edgar Hyman,4000000
Stanley Fischer,4000000
Stanley Fish,4000000
Stanley Hauerwas,4000000
Stanley Holloway,4000000
Stanley Knowles,4000000
Stanley Kubrick,4000000
Stanley Lombardo,4000000
Stanley Spencer,4000000
Stanley Williams,4000000
Stansfield Turner,4000000
Stanton Macdonald-Wright,4000000
Stars,4000000
Startup company,4000000
State capitalism,4000000
Statecraft,4000000
States' rights,4000000
Statesmanship,4000000
Statism,4000000
Statistics,4000000
Statius,4000000
Statolatry,4000000
Statue of Liberty,4000000
Statue of Unity,4000000
Status quo,4000000
Statutes,4000000
Statutes of limitations,4000000
Steam engine,4000000
Steel,4000000
Stefan Zweig,4000000
Stefano Casiraghi,4000000
Stella Adler,4000000
Stella Chiweshe,4000000
Stella Creasy,4000000
Stella Ford Mugabo,4000000
Stella Gibbons,4000000
Stella Immanuel,4000000
Stella Kyriakides,4000000
Stella McCartney,4000000
Stella Vine,4000000
Stella Wolfe Murray,4000000
Sten Nadolny,4000000
Stepan Bandera,4000000
Stepan Meniok,4000000
Steph Davis,4000000
Stephanie Okereke Linus,4000000
Stephanie Powell Watts,4000000
Stephanie Tum,4000000
Stephanie Zacharek,4000000
Stephen A. Douglas,4000000
Stephen A. Mitchell (psychologist),4000000
Stephen Andrew Hero,4000000
Stephen Baxter,4000000
Stephen Breyer,4000000
Stephen Brookfield,4000000
Stephen Colbert,4000000
Stephen Covey,4000000
Stephen Crane,4000000
Stephen Decatur,4000000
Stephen F Bush,4000000
Stephen F. Chadwick,4000000
Stephen Fry,4000000
Stephen Grellet,4000000
Stephen Gudeman,4000000
Stephen H. Webb,4000000
Stephen Hales,4000000
Stephen Harper,4000000
Stephen Hawking,4000000
Stephen Hillenburg,4000000
Stephen J. Mellor,4000000
Stephen Jay Gould,4000000
Stephen Johnson Field,4000000
Stephen Keshi,4000000
Stephen Kim Sou-hwan,4000000
Stephen Kosslyn,4000000
Stephen L. Carter,4000000
Stephen Leacock,4000000
Stephen Miller,4000000
Stephen Moore,4000000
Stephen Potter,4000000
Stephen R. Donaldson,4000000
Stephen R. L. Clark,4000000
Stephen S. Morse,4000000
Stephen Samuel Wise,4000000
Stephen Schwartz,4000000
Stephen Shen,4000000
Stephen Sondheim,4000000
Stephen Spender,4000000
Stephen Stich,4000000
Stephen Tobolowsky,4000000
Stephen Vincent Benét,4000000
Stephen Vizinczey,4000000
Stephen Walt,4000000
Stephen Williams (archaeologist),4000000
Stephen Wolfram,4000000
Stephen the Hymnographer,4000000
Stephenson King,4000000
Steppenwolf,4000000
Stereochemistry,4000000
Stereotype,4000000
Sterling Hayden,4000000
Stesichorus,4000000
Steve Allen,4000000
Steve Alten,4000000
Steve Baker,4000000
Steve Ballmer,4000000
Steve Biko,4000000
Steve Blank,4000000
Steve Broy,4000000
Steve Burns,4000000
Steve Daines,4000000
Steve Dillon,4000000
Steve F. Sapontzis,4000000
Steve Hallett,4000000
Steve Hilton,4000000
Steve Hofmeyr,4000000
Steve Hogarth,4000000
Steve Huffman,4000000
Steve Irwin,4000000
Steve Jobs,4000000
Steve Kagen,4000000
Steve Killelea,4000000
Steve King,4000000
Steve Lyons,4000000
Steve M. Jex,4000000
Steve Maraboli,4000000
Steve Martin,4000000
Steve Perry (author),4000000
Steve Prefontaine,4000000
Steve Purcell,4000000
Steve Reich,4000000
Steve Sailer,4000000
Steve Scalise,4000000
Steve Smith,4000000
Steve Wozniak,4000000
Steve Wynn,4000000
Steve-O,4000000
Steven Barnes,4000000
Steven Boyett,4000000
Steven Brust,4000000
Steven Chu,4000000
Steven Crowder,4000000
Steven Curtis Chapman,4000000
Steven Erikson,4000000
Steven Kelman,4000000
Steven M. Greer,4000000
Steven Moffat,4000000
Steven Novella,4000000
Steven Pinker,4000000
Steven Pressfield,4000000
Steven Runciman,4000000
Steven Soderbergh,4000000
Steven Spielberg,4000000
Steven Umbrello,4000000
Steven W. Mosher,4000000
Steven Weinberg,4000000
Steven Wright,4000000
Steven Yeun,4000000
Stevie Johnson,4000000
Stevie Nicks,4000000
Stevie Ray Vaughan,4000000
Stevie Wonder,4000000
Stewart Baker,4000000
Stig Dagerman,4000000
Still Corners,4000000
Stinginess,4000000
Stirling Silliphant,4000000
Stjepan Mesić,4000000
Stock market,4000000
Stockholm syndrome,4000000
Stone,4000000
Stonehenge,4000000
Stoneman Douglas High School shooting,4000000
Stonewall Jackson,4000000
Stoning,4000000
Stop WOKE Act,4000000
Storm,4000000
"Stormont Mancroft, 2nd Baron Mancroft",4000000
Stormy Daniels,4000000
"Stowe, Buckinghamshire",4000000
Strabo,4000000
Strangeness,4000000
Strangers,4000000
Strategic management,4000000
Strategy,4000000
Strawberries,4000000
Streams,4000000
Street light,4000000
Street photography,4000000
Strength,4000000
Strife,4000000
String theory,4000000
Stringfellow Barr,4000000
Structuralism (philosophy of science),4000000
Stuart Chase,4000000
Stuart Dodgson Collingwood,4000000
Stuart Hall (cultural theorist),4000000
Stuart Hyatt,4000000
Stuart Kauffman,4000000
Stuart M. Matlins,4000000
Stuart Rabner,4000000
Students,4000000
Studs Terkel,4000000
Studying,4000000
Style,4000000
Style of art,4000000
Stéphane Mallarmé,4000000
Stéphane Valeri,4000000
Su Jain-rong,4000000
Su Jia-chyuan,4000000
Su Tseng-chang,4000000
Subconscious,4000000
Subh-i-Azal,4000000
Subhas Chandra Bose,4000000
Subhash Kak,4000000
Subject,4000000
Subjects of Wikipedia biographies,4000000
Sublime (philosophy),4000000
Subrahmanyan Chandrasekhar,4000000
Subramanian Swamy,4000000
Subramanya Bharathi,4000000
Substance,4000000
Subtlety,4000000
Suburb,4000000
Success Through a Positive Mental Attitude,4000000
Sudan,4000000
Sudarshan News,4000000
Sudhir Choudhrie,4000000
Sudhir Ruparelia,4000000
Sue Gardner,4000000
Sue Grafton,4000000
Suella Braverman,4000000
Suetonius,4000000
Suffian Hakim,4000000
Sufficiency,4000000
Sufism,4000000
Sufism in India,4000000
Sufjan Stevens,4000000
Sugar Ray Leonard,4000000
Sui generis,4000000
Sujit Choudhry,4000000
Sukanto Tanoto,4000000
Sukarno,4000000
Suketu Mehta,4000000
Sulaiman Abu Ghaith,4000000
Suleiman the Magnificent,4000000
Sulpicius Severus,4000000
Sultan bin Salman bin Abdul-Aziz Al Saud,4000000
Suman Pokhrel,4000000
Sumantra Bose,4000000
Sumerian proverbs,4000000
Sumio Iijima,4000000
Sumit Chowdhury,4000000
Summer,4000000
Sun,4000000
Sun Chunlan,4000000
Sun Myung Moon,4000000
Sun Ra,4000000
Sun Salutation,4000000
Sun Yat-sen,4000000
Sunday,4000000
Sunday school,4000000
Sundial mottos,4000000
Sunflowers,4000000
Sung Jae-gi,4000000
Sunrise,4000000
Sunset,4000000
Sunungurai Dominica Chingarande,4000000
Super Metroid,4000000
Superficiality,4000000
Supermarket,4000000
Supernatural,4000000
Superstitions in Muslim societies,4000000
Superstring theory,4000000
Supersymmetry,4000000
Suppression,4000000
Supreme Court of the United States,4000000
Surangel Whipps Jr.,4000000
Surendra Pratap Singh,4000000
Suresh Chavhanke,4000000
Surfing,4000000
Surgery,4000000
Surjit Bhalla,4000000
Surrealism,4000000
Surveillance,4000000
Survival,4000000
Surya Bonaly,4000000
Susa,4000000
Susan Ann Sulley,4000000
Susan Boyle,4000000
Susan Cain,4000000
Susan Choi,4000000
Susan Collins,4000000
Susan Cooper,4000000
Susan Ertz,4000000
Susan Howatch,4000000
Susan Jacoby,4000000
Susan Kay,4000000
Susan M. Watkins,4000000
Susan Neiman,4000000
Susan Rice,4000000
Susan Silver,4000000
Susan Sontag,4000000
Susan Stebbing,4000000
Susan Wojcicki,4000000
Susanna Kaysen,4000000
Susanna Wesley,4000000
Susanne Langer,4000000
Sushi,4000000
Susie Bright,4000000
Susilo Bambang Yudhoyono,4000000
Suspicion,4000000
Suttree,4000000
Suvendu Adhikari,4000000
Suvi Koponen,4000000
Suzan DelBene,4000000
Suzan-Lori Parks,4000000
Suzanne Ciani,4000000
Suzanne Curchod,4000000
Suzanne Côté,4000000
Suzanne Moore,4000000
Suzanne Mubarak,4000000
Suzy Rice,4000000
Svetlana Alexievich,4000000
Svetlana Alliluyeva,4000000
Sviatoslav Yurash,4000000
Swallows,4000000
Swami Narayanananda,4000000
Swami Samarpanananda,4000000
Swami Shraddhanand,4000000
Swami Sivananda,4000000
Swami Vivekananda,4000000
Swann's Way,4000000
Swans,4000000
Swapan Dasgupta,4000000
Swara Bhasker,4000000
Swarm intelligence,4000000
Swati Maliwal,4000000
Sweden,4000000
Sweetness,4000000
Swine influenza,4000000
Switzerland,4000000
Sword,4000000
Syama Prasad Mookerjee,4000000
Sybil (novel),4000000
Sycophancy,4000000
Syd Barrett,4000000
Sydney Brenner,4000000
Sydney Carter,4000000
Sydney Harbour Bridge,4000000
Sydney J. Harris,4000000
Sydney M. Finegold,4000000
Sydney McLaughlin,4000000
Sydney Smith,4000000
Syed Ahmed Khan,4000000
Syesha Mercado,4000000
Sylvester Graham,4000000
Sylvester Stallone,4000000
Sylvestre Radegonde,4000000
Sylvia Browne,4000000
Sylvia Fine,4000000
Sylvia Wynter,4000000
Symbolism (arts),4000000
Symbols,4000000
Symeon the New Theologian,4000000
Sympathy,4000000
Symphorian Thomas Keeprath,4000000
Symplectic geometry,4000000
Synagogue,4000000
Syndy Emade,4000000
Synthesis,4000000
"Syracuse, Sicily",4000000
Syria,4000000
System,4000000
Systems art,4000000
Systems theory,4000000
Systems thinking,4000000
Szymon Starowolski,4000000
Sándor Végh,4000000
Sérgio Eduardo Castriani,4000000
Søren Kierkegaard,4000000
Sławomir Tryc,4000000
T-Pain,4000000
T. A. Waters,4000000
T. Colin Campbell,4000000
T. E. Hulme,4000000
T. E. Lawrence,4000000
T. H. White,4000000
T. S. Eliot,4000000
T. V. Rajeswar,4000000
T.A.T.u.,4000000
T.I.,4000000
T.R. Fehrenbach,4000000
TJ Kirk,4000000
TY Bello,4000000
Taban Deng Gai,4000000
Taboo,4000000
Tacitus,4000000
Tad Williams,4000000
Tadamichi Kuribayashi,4000000
Tade Thompson,4000000
Tadeusz Mazowiecki,4000000
Taigen Sofu,4000000
Tailors,4000000
Tainan,4000000
Taipei,4000000
Taisen Deshimaru,4000000
Taiwan,4000000
Taj Mahal,4000000
Takeda Shingen,4000000
Taki Theodoracopulos,4000000
Takuboku Ishikawa,4000000
Takyiwaa Manuh,4000000
Talal Abu-Ghazaleh,4000000
Talal bin Abdul Aziz,4000000
Talbot Baines Reed,4000000
Talcott Parsons,4000000
Talent,4000000
Tales from Shakespeare,4000000
Taliesin,4000000
Talk,4000000
Tallulah Bankhead,4000000
Tam Dalyell,4000000
Tamannaah Bhatia,4000000
Tamara De Anda,4000000
Tamara Ecclestone,4000000
Tamerlan Tsarnaev,4000000
Tamil language,4000000
Tammy Baldwin,4000000
Tammy Duckworth,4000000
Tammy Smith,4000000
Tan Kheng Hua,4000000
Taneti Maamau,4000000
Tang Wei,4000000
Tanith Lee,4000000
Tanja Fajon,4000000
Tantra,4000000
Tanya Gold,4000000
Tanya Saracho,4000000
Tanyaradzwa Muzinda,4000000
Tanzania,4000000
Tao Yuanming,4000000
Tapan Kumar Pradhan,4000000
Tara Fela-Durotoye,4000000
Tara Westover,4000000
Taraji P. Henson,4000000
Tarana Burke,4000000
Tarani Chandola,4000000
Tarek Fatah,4000000
Targeted killing,4000000
Targum,4000000
Taribo West,4000000
Tarikh Yamini,4000000
Tariq Ali,4000000
Tariq Aziz,4000000
Tarja Halonen,4000000
Tarkan,4000000
Taryn Manning,4000000
Tarık Günersel,4000000
Taslima Nasrin,4000000
Taste (sociology),4000000
Tate conjecture,4000000
Tathagata Satpathy,4000000
Tatian,4000000
Tatiana de la tierra,4000000
Tato Laviera,4000000
Tattoo,4000000
Taubie Kushlick,4000000
Tauqeer Raza Khan,4000000
Tavleen Singh,4000000
Tawakkol Karman,4000000
Tax collector,4000000
Tax credit,4000000
Tax noncompliance,4000000
Taxation,4000000
Taxation in the United States,4000000
Taxonomy (biology),4000000
Tayari Jones,4000000
Taye Taiwo,4000000
Taylor Caldwell,4000000
Taylor Swift,4000000
Tea,4000000
Tea Party movement,4000000
Tea leaf paradox,4000000
Teachers,4000000
Teamwork,4000000
Tebelelo Seretse,4000000
Tebogo Lebotse Sebego,4000000
Technocracy,4000000
